Text,Target,Label
please realize that i am frequently getting in trouble forstraying from orthodoxy but here is my opinioni never thought of these two ideas being against each otherpeople might quibble about what intrinsically means but thereason we are sinners is because we do not behave as good as weare the message of christ is that each of us are not only goodbut great that we can approach perfection albeit perhaps through a different technique than you claim buddhism teaches because we donot realize our greatness we sin peter had no problem walking on water until a little doubt crept indoesnt david ask in the 8th psalm what is man that you god should care for him but you have made him just a little lower than the angelsi probably exagerate in my mind what a scrawny little kid davidwas just as i probably exagerate what a gigantic monster goliathwas but davids power easily defeated goliathsremember the rich young man who comes up to jesus and asks whathe can do to enter the kingdom jesus says follow the commandmentsi always picture the smug look on his face as he says hes done thathis whole life probably anticipating an attaboy from the messiah instead jesus gives him a harder task sell everythingand follow him jesus is raising the bar the desciples sayhow can anyone do this if its so hard even for rich peoplejesus says anyone can do it with gods helpjesus says not only can we avoid killing people we can avoidgetting angry at people not only can we avoid committingadultery we can control our own desires i realize this was not your main point but i wonder how otherpeople see this please forgive any generalizations i am about to makeyour point about how hard other religions are is a good one just as your parting question is a tough question i think that muslimsworship the same god as i do we can learn from their name submissionhindus and buddhists and taoists etc claim that god is impersonal is god personal or impersonal i say yes but if i think a littlemore my answer is whichever is greater i think it is greater to be a personal entity with an individual consciousness butyoure right that that might be a cultural bias if i think morei must admit that gods personal nature is as far beyond myconception as his impersonal nature is beyond the hindusconception if somehow jesus could fit into hindu cosmologythen maybe i wouldnt have a problem though that is hard to imagineare there any former or present eastern religion members here who could comment,15,christian
finally brethern whatever is true whatever is honorable whatever isright whatever is pure whatever is lovely whatever is of good reputeif there is any excellence and if anything worthy of praise let yourmind dwell on these things  phil 48,19,misc
please define cell church  i missed it somewhere in the past when thiswas brought up before,15,christian
	please do and if you dont want to post it here email to me i dont know how this discussion is appreciated here i hateinvading newsgroups with themes of limited interest ,19,misc
then by that definition i would be in a cell church only here at iunot when the whole group gets together at indianapolis 950 every weekin attendance,15,christian
why are only those people in favor of the system to blame  if societyaccepts such a system then each member of society is to blame whenan innocent person gets executed  those that are not in favor shouldwork to convince othersand most members of our society have accepted the blametheyve consideredthe risk to be acceptable  similarly every person who drives must acceptthe blame for fatal traffic accidents  this is something that is surelygoing to happen when so many people are driving  it is all a question ofwhat risk is acceptable  it is much more likely that an innocent personwill be killed driving than it is that one will be executed,0,atheism
i guess there are at least some people who are not able to supportthis claim there are still a lot of languages without the bible or apart of the bible there are still many languages which we are notable to write simply because the written version of the language hasnot yet been definedi guess this is one of the main goals for wycliffe bible translatorsto define rules and a grammar for writing the rest of the languagesof this world i do not see that any of them will have any reason tobecome unemployed during the foreseeable future provided they gettheir neccessary support and still they are one of the 3 largestmissionary organizations of the worldbjorn,15,christian
ppmy favorite reply to the you are being too literalminded complaint ispthat if the bible is really inspired by god and if it is really thatpimportant to him then he would make damn certain all the translators andpscribes and people interpreting and copying it were getting it rightpliterally  if not then why should i put any merit at all in somethingpthat has been corrupted over and over and over by man even if it wasporiginally inspired by godppthe corrupted over and over theory is pretty weak  comparison of thepcurrent hebrew text with old versions and translations shows that the textphas in fact changed very little over a space of some two millennia  thispshouldnt be all that suprising people who believe in a text in this mannerpare likely to makes some pains to make good copies,0,atheism
hooray  i always suspected that i was human too   it is the desire to be likechrist that often causes christians to be very critical of themselves and otherchristians we are supposed to grow mature endeavour to be christlike but weare far far far from perfect build up the body of christ dont tear it downand that includes yourself jesus loves me just the way i am today tomorrow andalways thank god  ,15,christian
a question regarding the islamic view towards homosexuality came up in adiscussion group that i participate in and id like to ask the question herewhat is the islamic view towards homosexuality             ,19,misc
on the question does god hear the prayers of sinners we need todistinguishif we say that he never hears the prayers of any who have sinned wemake pointless all prayers by anyone born less than 19 centuriesagobut if we consider the prayers of the impenitent sinner of someonewho says lord i want you to do this for me but dont expect meto change my way of life that is a different matter even here iwould not venture to say that god never grants such petitions justas he sends sun and rain on the evil and on the good however ifsomeone we know well is praying to god in that spirit we might havethe responsibility to say remember if gods help is real then soare his commands,15,christian
jn darby was one of the founders of the plymouth brethren and anearly supporter of dispensationalism  ff bruce highly approvedof his translation  he also translated the bible into several otherlanguagesthis was from the same fellow who did youngs concordance which wasa standard reference work similar to strongs concordancei believe that these just follow standard reference workssome are by larry pierce brethren some are by baptists and ithink that thompson of chain reference fame was presbyteriananother standard reference work that has been around for decadesa new version was just released and is available through christianbook distributersci scofield was the creator of the scofield reference bible  for manypeople but not me this is the study bible  the notes are stronglydispensationalthese are probably the most accurate strongs numbers available,15,christian
 a lot of religious opinions and quotations from the bible and from many catholic theologians and papal bulls  which although introduced with a smiley was not as funny as itmight have been notable exception subject headers such as ones dick is ones instrument of redemption  and indeed the posting seemed to be more a vehicle for thereligious text than for any literarymoral analysis i am surprised and saddened i would expect this kind of behaviorfrom the evangelical bornagain gospelthumping inyourface weretheonlytruechristian protestants but i have always thought that catholics behaved better than thisfriend dennis i urge you to follow the example of your fellowcatholics of who i count many dozens as my friends and practiceyour faith through good example and decent living and respectfor the common humanity of others please do not stoop to thelevel of the e ba gt iyf wtotc protestants who thinkthat the best way to witness is to be strident intrusive loudinsulting and overbearingly selfrighteousthe imagery in the song of solomon is a little bit dated get it middle east  date palms  oh never mind but apparently acceptable on a steaminess level to be accepted as part of the canon fromthis fact i derive that erotica itself is not incompatible withcatholic doctrineis there such a thing as catholic erotica not necessarily a lovestory between people of that faith but a love story that is notexploitative does not seek redemption through penis size paysproper respect to the dignity of each partner and is still eroticenough to have a place on assi would submit that the _darknites_ series of stories qualify alsomost of the _journal entries_ and _rings i and ii_i would guess that your aim is to cut down on the pornography andincrease the erotica i actually agree with you that nearly all ofthe ive got an enormous dick and i shot my wad all over her facestories are crap i count them as noise which makes my take on thesignaltonoise ration much lower than many other peoplessince you are one of the few posters here who can actually write decent prose could you write a few stories for us instead ofoverwhelming us with commentary   thank you,19,misc
well that would depend on how much we wanted the us and how muchwe wanted the 1 wouldnt itekr,19,misc
john 122426 most assuredly i say to you unless a grain of wheatfalls onto the ground and dies it remains alone but if it dies itproduces much grain  he who loves his life will lose it and he who hates his life inthis world will keep it for eternal life  if anyone serves me let him follow me and where i am there myservant will be also  if anyone serves me him my father will honorwhy would i want an eternal life if i hate this oneif we were created by a deity why would that deity not wish us toenjoy what he has given uswhy would i want to live forever  the challenge in my life is that iwill die and that i must give my life the meaning i wish it to havebefore that happens  my time is here and will someday pass i will becontent to live on in the memories of my friends and once they tooare dead then i will no longer have any reason to existin short even if your deity does exist that doesnt automaticallymean that i would worship it  i am content to live my own life andfend for myself so when i die i can be proud of the fact that nomatter where i end up it will be because of my actions and my choicesif your god decides to toss me into a flaming pit for this then so beit  i would much rather just cease to exist  but if your god wantsmy respect and my obedience then it had better earn these and if itdoes then they will be very strong and truejesus wasnt the only one who rose from the dead  i think it wasosiris who did the same as well as a few characters from greek ornorse legend if memory servesbut still why would i want to rise from the dead  why do you want toif your god wants to win my devotion then it knows what it can do provide some way for me to believe without having to resort to blindfaith that could be applied equally well to any religionthats precisely it  i neither see nor know zeus either nor odinshall i offer them the same devotion i offer jesusyouve got to understand my pointofview i see christians spoutingbible verse all the time as if it were some sort of magic spell thatwill level all opposition  truth is its not  robert has neverdemonstrated that he actually understands what the verses imply hejust rattles them off day by day  some brazenly fly in the face ofcommon sense and reality and i point these out where i canbut even more than that even when christians do try to explain theverses in their own words they do so from a christian point of viewwhich is that every human being would want to be a christian if onlyhe or she understood the christian message properly and then allstrife and suffering on the earth would end  heres the problem withthat substitute moslem or buddhist or satanist instead ofchristian and it means the same thingchristanity is a very nice belief set around a very nice book  but ifyou want to make me believe that it has any bearing on the real worldyouve got some convincing to doand in my opinion youre bumbling about blindly making up entitieswhere there arent any and depriving yourself of a true understandingand enjoyment of your life  as long as you keep your beliefs toyourself ill keep my beliefs to myself  but as soon as you startwaving them around expect me to toss in my opinions too,19,misc
      only if you weight americans equal to salvadorans,19,misc
in response to some of the discussions on the sabbath andrew bylercommented that if we really followed sola scriptura we would worshipon saturday  the change to sunday was a law made by the church andwe dont acknowledge its authority to make laws  i noted thatprotestants do not consider sunday worship a law  clhhe was not referring to the faq but to the five sabbath admissions postedon the bible study group  this is what prompted someone to send the faqto men ceremonial law is not binding on christiansyou cannot show from scripture that the weekly sabbath is part of theceremonial laws   before you post a text in reply investigate its contextcan the churches also decide what is and is not sin  interesting  wherethere is no divine imperative of course we must establish rules ofoperation  but we cannot be as creative with what god has explicitlyspoken ondarius,15,christian
 are you saying that their was a physical adam and eve and that all humans are direct decendents of only these two human beings  then who were cain and ables wives  couldnt be their sisters because ae didnt have daughters  were they nonhumansgenesis 54and the days of adam after he begat seth were eight hundred years andhe begat sons and daughters,0,atheism
so whats your point  marks comment still is valid  to suggest thataids is deserved is ludicrous  i sin  i can resolve to abstain from sin and do weekly more often actually  yet i routinely faili surely do deserve what i get yet god compassionately provided the incarnate logos jesus as a rememdy and a way out of our situationif aids is deserved i surely deserve instant death just as much as dowe all as st paul so cogently remids usto willingly judge others as deserving punishment seems to meto be the height of arrogance and lack of humility   so whats the point here  i can get aids and never engage indeviant sexual behavior  in fact i could engage in lotsof deviant sexual behavior with hiv people and never beinfected  aids is a consequence of particular behaviorsmany of which are not sexual  and not all sexual behaviorscarry the risk of transmission   the end of all things is to know love and serve god growingdaily closer through prayer meditation and discipline  even soi could get aids  anyone could unless they remain forever celibateivdrugfree and transfusion freelarry overacker lloshellcom ,15,christian
romans 828 rsv   we know that in everything god works for good with those who love him who are called according to his purpose murphys law  if anything can go wrong it willwe are all quite familiar with the amplifications and commentary onmurphys law  but how do we harmonize that with romans 828  for thatmatter how appropriate is humor contradicted by scripture,15,christian
thats the craziest thing i ever heard   are you serious	it doesnt take much work to be moralreally   and thats why people discuss morality on a daily basisbecause its a kind of evolutionary hangover like your little toethis must be some novel use of the phrase based on with which iam not sufficiently familiar    what do you mean by based on and what is the significance of it for your argumentwell we can   what would you like to know about my particular moralbeliefsif you raise a topic ive never considered ill be quite happy to invent a moral belief out of thin air,0,atheism
pleading mode onplease  im begging you  quit confusing religious groups and stopmaking generalizations  im a protestant  im an evangelical  i dontbelieve that my way is the only way  im not a creation scientist  idont think that homosexuals should be hung by their toenails  if you want to discuss bible thumpers you would be better off singlingout and making obtuse generalizations about fundamentalists  if youcompared the actions of presbyterians or methodists with those of southern baptists you would think that they were different religionsplease prejudice is about thinking that all people of a group are thesame so please dont write off all protestants or all evangelicalspleading mode offgodi wish i could get ahold of all the thomas stories,19,misc
i will instruct thee and teach thee	in the way which thou shalt go	i will guide thee with mine eye,19,misc
i agree that there is truth in scripture  there are principles to be learned from it  claiming that that truth is absolute though seems to imply a literal reading of the bible  if it were absolute truth constant across time culture etc then no interpretation would be necessaryit may be that the lessons gleaned from various passages are different from person to person  to me that doesnt mean that one person is right and the other is wrong  i believe that god transcends our simple minds and that scripture may very well have been crafted with exactly this intent  god knows me and knows that my needs are different from yours or anyone elses  by claiming that scripture is absolutethen at least one person in every disputed interpretation must be wrongi just dont believe that god is that rigidthis is where the arrogance comes in to play  since these principles are crystal clear to evangelicals maybe the rest of us should just taketheir word for it  maybe it isnt at all crystal clear to me that their fundamental principles are either fundamental or principlesi think weve established that figuring out biblical truth is a matter of human interpretation and therefore errorprone  yet you can still claim that some of them may be crystal clear  maybe to a certain segment of christianity but to allnot at all  i think it supports my position much more effectively than yours  so i think that your position isthe bible is absolute truth but as we are prone to error in our interpretation we cannot reliably determine if we have figured out what that truth isdid i get that rightwhats the point of spending all this time claiming and defending absolute truth when we can never know what those truths are and we can never or at least shouldnt act upon them  what practical difference can this make,15,christian
i must have missed the postings about waco david koresh and the secondcoming  how does one tell if a second coming is the real thing unless theperson claiming to be it is obviously insaneim not saying that david koresh is the second coming of christ  how couldsomebody who breaks his word be the second coming  koresh did promise thathe would come out of his compound if only he was allowed to give a radiobroadcast  he didnt  still it seems to me that he did fool some peopleand from my meagre knowledge of the bible it seems that christians havebeen hard on the jews of christs day for being cautious about acceptingsomebody that their religious authorities didnt accept as the messiahso i was surprised that nobody had discussed the difficulty of wanting to beearly to recognize the second coming while at the same time not wanting tobe credulously believing just anybody who claims to be godmark 1321   and then if any one says to you look here is the christ or look there he is do not believe it mark 1322   false christs and false prophets will arise and show signs and wonders to lead astray if possible the elect mark 1323   but take heed i have told you all things beforehand mark 1324    but in those days after that tribulation the sun will be darkened and the moon will not give its light mark 1325   and the stars will be falling from heaven and the powers in the heavens will be shaken mark 1326   and then they will see the son of man coming in clouds with great power and glory my understanding of jesus answer is that unlike his first comingwhich was veiled the second coming will be quite unmistakeable  hestelling us not to be misled by the other things that have to happenbefore his second coming  the actual second coming will make hispower openly visibleby the way from koreshs public statement its not so clear to methat he is claiming to be christ,15,christian
in  david r sacco  yesmac                                                    michael a cobb and i wont raise taxes on the middle     university of illinois    class to pay for my programs                 champaignurbana          bill clinton 3rd debate             cobbalexialisuiucedu,0,atheism
sorry i dont follow your reasoning  you are proposing to punish peoplebefore they commit a crime  what justification do you have for this,0,atheism
the analogy does not depend on the premisses being true because the question under discussion is not truth but arrogance a similar analogy might be a medical doctor who believes that a blood transfusion is necessary to save the life of a child whose parents are jehovahs witnesses and so have conscientious objections to blood transfusion the doctors efforts to persuade them to agree to a blood transfusion could be perceived to be arrogant in precisely the same way as christians could be perceived to be arrogantthe truth or otherwise of the belief that a blood transfusion is necessary to save the life of the child is irrelevant here what matters is that the doctor believes it to be true and could be seen to be trying to foce his beliefs on the parents and this could well be perceived as arrogance,15,christian
un resolution 666 guarantees humanitarian aid will get into irag duringthe gulf war  is this war over is aid getting in or are they stilltrying to smoke out saddam  is this the middle east  are we talkingreligious war here  am i ranting,19,misc
      ah but what exactly is inherently abhorrent and why is it sowhat youre saying is in effect i think some things are repulsiveand i know a whole bunch of other people who agree with me so theyshould be deemed absolutely immoral now and forever period      which in and of itself is nice enough to some extent i agree withyou but i do _not_ agree that things are inherently or absolutelyimmoral they are labeled immoral each for its own good reason and ifthe reason can even theoretically change then so can the label      no it doesnt humans are to some extent similar because we allbelong to the same species that that species has evolved is anotherstory altogether to a certain extent evolution can even lend credenceto moral absolutism of a flavour      youre saying morality is whatll keep society alive and kickingit is i think up to a point but societies are not all alike andneither are their moralities      similar  identical      no its falsifiable through finding someoe who was createddifferent whatever that might be in the real world,0,atheism
deletionsif this is grounded firmly in islam as you claim then you have justexposed islam as the grounds for terrorism plain and simplewhether you like it or not whether rushdie acted like a total jerk ornot there is no acceptable civilized basis for putting someone in fearof their life for wordsit simply does not matter whether his underlying motive was to find theworst possible way he could to insult muslims and their beliefs got thatyou do not threaten the life of someone for words  when you do youquite simply admit the backruptcy of your position  if you supportthreatening the life of someone for words you are not yet civilizedthis is exactly where i and many of the people i know have to departfrom respecting the religions of others  when those beliefs allow andencourage by interpretation the killing of nonphysical oppositionyou or i or anyone are more than privledged to believe that someonewhether it be rushdie or bush or hussien or whover is beyond the paleof civilized society and you can condemn hisher soul refuse to allowany members of your association to interact with himher _peacably_demonstrate to try to convince others to disassociate themselves fromthe miscreants or whatever short of physical forcebut once you physically threaten or support physical threats you getmuch closer to your earlier comparison of rape  with you as the rapistwho whines she asked for it look how she was dressedblaming the victim when you are unable to be civilized doesnt flydew,0,atheism
 seems to me koresh is yet another messenger that got killed for the message he carried which says nothing about the  character of the messenger i reckon well have to find out the rest the hard way ,19,misc
considerably better than i feel about say the punic wars or the peloponnesian war spelling optional or almost any other event in classical history  how close to the events do you think the oldest extent manuscripts are in those cases,15,christian
according to what i have read on biblical idioms speaking in xsname is a standard aramaichebrew legal idiom for what we todaywould call power of attorney  a person from jesus culture authorizedto conduct business in johns name had full authority over johnsfinancial affairs but was held under a solemn fiduciary obligation towork only for johns benefit and consonant with johns wishes  it wasnot required for the steward to preface each business transaction within johns name it was sufficient to have valid power of attorneyand be operating in good faith note the overlap here between legaland religious definitions of faithwith this cultural background praying in jesus name does notmandate a particular verbal formula rather it requires that thepetitioner be operating faithfully and consciously within an analogousfiduciary relationship with jesus and for the purposes of hiskingdom  the message of praying in jesus name is thus closelyaligned with the parable of the talents and other passages about godsdelegation of kingdom business to his stewards both resources andresponsibilities  this idea of praying in jesus name is not onlypresent but prominent in the lords prayer although the verbalforumula is absentthe act of praying the words in jesus name may be beneficial ifthey cause us to clarify the relationship of our requests to theadvancement of gods kingdom  for that reason im not quite readyto say that the praying the formula is without meaningprayers to god for other purposes desperation anger thanksgivingetc dont seem to be in this category at all whether uttered bychristian or nonchristian whether bc or ad thats bce orce for you pc   i dont see anything in christs words tocontradict the idea that god deals with all prayers according to hisomniscience and gracevan kellyvekresearchattcom,15,christian
i am beginning an email discussion group about cell churches  if you area follower of jesus christ and are   in a cell church or   in a church that is transitioning to a cell church or   just interested in learning more about cell churchessend me email  i reserve the right to remove anybody from the group whodoes not demonstrate a spirit of humility and christlikeness,15,christian
jehovahs witnesses do not believe that christians are required to observethe sabbath whether it is on saturday or sunday  the sabbath was partof a covenent between god and the israelites and is not required forchristians,19,misc
this is as far as i know complete nonsense  the codification of the bibleas we have it now came very much later,0,atheism
	could he  and the first three that died when guns ablazing in came	the batf and fbi	i imagine i would have some trouble giving up my children to	someone who had just shot  what  two of them	nb  it takes two sets of guns in a situation like this	fanatical  those whowill not tolerate anothers way of life	religious  based on emotional internal or otherwise		lacking in commonly defined _scientific_ basis		including legal ones such as this old saw			innocent untilproven guilty		not			innocent until presumed guilty	who is the fanatic  note who is dead this usually bespeaks	a fair bit for the idea that the other side also had lethal	weapons used fatally		they are dead  the children			at best koresh was an asshole and the government			criminally negligent in its hadniling of the case			at worst koresh and his followers were				innocent				not brainwashed				guilty of illegal arms possession					as yet unproven				and murderedd				along with 25 children			they cannot speak for themselves			members of the surviving alive and not burned				to death batffbi can and are				inappropriately				to the public eye				outside the bounds of their legal authorities					read the charter					the constitution specifies that					the courts convict while the					enforcement arm investigates					and that the evidence involved					shuld not be disseminated in a					way to harm or injure a party					involved prior to that action					its called slander or libel					even where factually true butthen					distoted or disseminated with intent					to harm				for the purpose of covering their butts			because the bottom line is				they said they wanted the kids to get out					alive				and thefbi the batf ms reno the prez					and everybody else in this						sick						selfserving						group of upright animals					that used to be a freedom loving					peaceful country called						america  look up the name						it might surprise you				has turned the point the finger of blame				on the other guy							and let those kids die				note well  they lived 51 days they only				died when attacked by outside force			spocks world diane duane				the spear in the heart of another				is the spear in your own 		all of us are responsible		iam you are  the question is not whether but how			guess what  you get to make up your own mind			on that	who created the war zone  you should be ashamed of bypassing that	its the same damned literally comment made by the folks in	the former yugoslavia to justify ethnic cleansing		gee they had the guns all they had to do was surrender	whose cause did they die for  the one where they lived	peacibly to all known purposes until proven in court	folks or the cuase of righteous government safeguarding 	the freedom of the children		who are now dead	againi say		i do not know who did what		i was not there		the fbi leaders show moral sickness trying to			convict in the press ahead of schedule		and you should look over your shoulder		becuase if there is anything my ruminations that		actually  sets onto real fact of what happened			and i do not know that i am defending			people who ahving been burned to death cannot			speak for themselves		you may in 225 years find that the concept in our		court system  has gone from			due processss		to			due profit		and the batf come to collect their fair share of the tax		on the value of your house if you rented it for income			which is going down now folks			read bankruptcy 1995				its accurate in figures				and it bypasses the greedy					businessman and					mankers who have				taken profit from the corruption				of our govbernment			look to where the money went folks			you  got 10 for medicare that paid a doctor for			0050 worth of medicine				this is the customaryprofitmargin				to businessmen for goernment entitlements	who wll own the land of the cult now  note well  it was nonproift	religious and nontaxable  large tract of land  hmmm	use your brains folks  it happened germany and it can happen	here			43 trillion admitted and countingroyc,19,misc
well ive provided examples to show that the trend was general and youor others have provided some counterexamples mostly ones surroundingmating practices etc  i dont think that these few cases are enough todisprove the general trend of natural morality  and again the matingpractices need to be reexaminedno but mating practices are a special case  ill have to think about itsome moreindeed  but while the natural system is objective all objective systemsare not the natural one  so the terms can not be equated  the naturalsystem is a subset of the objective onesi dont claim that homosexuality is immoral  it isnt harmful althoughit isnt helpful either to the mating process  and when you say thathomosexuality is observed in the animal kingdom dont you mean bisexualitythis is standard jargon  read any textbook  the we forms are usedthroughoutthats right  the goals themselves arent inherentyou could but such would contradict observationsbut a postulate is something that is generally or always found to betrue  i dont think your postulate would be validyes and i think the goals of survival and happiness do work  you thinkthey dont  or are they not good goals,0,atheism
dean and i write lots and lots about absolute truth and arrogancei agree that well probably never agree and im starting to feel frustrated and im tired of having my conversations with my husband dominated by this topic just kidding i do have to say though that participating in this discussion has beena good learning experience for me  my views on this topic have evolvedand clarified through this and i suspect that we may not disagree as much as we think i admit that im strongly prejudiced against evangelical christianityand i may not always be rational in my reactions to it  i grew upin ec and went to an ec college  it was definitely the wrong placefor me and i react strongly to any implication that ec or conservativechristianity has any sort of stronghold on true christianity  i shudder when i remember the condescending attitude i had about other christians who didnt adhere to the ec modeli have come to see that my real objection to this whole notion of absolute truth is the actions i have seen it lead to  i have had some very bad experiences with evangelical christians claiming to know the truth and judging me or others based on their belief that they have the answers  knowing the truth doesnt seem to leave a whole lot of room for others opinionsi can accept your belief in absolute truth as long as you dont try to use that belief to try to force others to comply with it and you are very careful that you dont hurt others with it  love your neighbor seems to go totally out the window when one knows the truth and believes that everyone should be living by that truth  other people have convictions about the truth every bit as strong and sincere as yours based on careful searching prayer and their relationship with god  dont dismiss them because god didnt lead them to the same conclusions as yoursthis is not directed personally at you dean,15,christian
i agree with carol here  determining absolutes is practically speaking awaste of time  and we easily forget that relative truth is in fact relativefor example i recently was asking some children the question what temperaturedoes water boil at  i got the answer 212 degrees consistently  i askedif they knew what scale and was told its just 212 degrees  any scalethats what all thermometers say  well thats sincere and may betrue in the experience of the speaker but it is simply wrong  it is notan absolute truth  similarly scripture is full of truth which we shouldnurture and cherish but trying to determine which parts are absolute truthand which parts are the manifestations of that in the context of the timeand culture in which the text was penned is missing the point  then religioneasily becomes an intellectual headtrip devoid of the living experience of the indwelling trinity and becomes dead scholasticism imo example of headcovering in church deletedthis was a good example  there may be an absolute truth behind thewriting but the simplest understanding of the passage is that theinstructions apply to the corinthians and not necessarily elsewherethe instructions may reflect absolute truth in the context of firstcentury culture and the particular climate at corinth which was havinga lot of trouble with order is it absolute truth to me  no  and i see no compelling or even reasonable reason that it should be even the most diehard literalists do not take all of the bible literallyive yet to meet anyone who takes the verse blessed is he who takes yourbabies and smashes their heads against the rocks literally  the biblewas not printed or handed to us by god with color codings to tell uswhat parts should be interpreted which way  i agree  very few  and even if we knew them personally we may not be able to express that in a way that still conveys absolute truth to anotherthe presence of absence of absolutes may not make any difference since iknow i can never fully apprehend an absolute if it walks up and greets mei cant prove the existence of absolutes  i can only rely upon my experiencei also trust gods revelation that we cannot fully comprehend the infinitetherefore we cant comprehend the absolutes  so i dont need them  i can never know the essence of god only the energies by and through whichgod is manifested to gods creation  so the reality can be that there areabsolutes but it is of no practical importance  its like claiming that theoriginal scriptural autographs were perfect but copies may not be  swellwho cares  it doesnt affect me in any practical useful way  i might as well believe that god has made a lot of electric blue chickens and that theylive on mars  maybe god did  so what is that going to have any effect on how i deal with my neighbor or god  whether or not i go to this or thatcafeteria for lunch  no  this attitude leads many nonchristians to believe that all christiansare arrogant idiots incapable of critical reasoning  christianity is truewonderful and sensible  it appeals to reason since reason is an innerreflection of the logos of god  explanations that violate that simplyappear to be insecure authoritarian responses to a complex worldnote  im not claiming there is no place for authority thatd be silly       there is a world of difference between authoritative and authoritarian       authoritative is en expression of authority that respects others       authoritarian is en expression of authority that fails to do that       and is generally agressive  good parents like god are authoritative       many christians are simply authoritarian and not surprisingly few        adults respond to this treatmentlarry overacker lloshellcom ,15,christian
i am fairly sure that she could obtain citizenship by making anapplication for it it might require immigration to germany buti am almost certain that once applied for citizenship is inevitablein this casemore interesting only for your propaganda purposes i have said severaltimes now that i dont consider iran particularly exemplary as a goodislamic state we might talk about the rights of people in capitalistsecular third world countries to give other examples of the lack ofrights in third world countries broadly say for example centralamerican secular capitalist countries whose govts the us supportsbut who amnesty international has pointed out are human rights vacua,0,atheism
	sorry i was but i somehow have misplaced my diskette from the last couple of months or so however thanks to the efforts of bobby it is being replenished rather quickly  	here is a recent favorite	       satan and the angels do not have freewill          they do what god tells them to do         sn mozumder snm6394ultbiscritedu        satan and the angels do not have freewill          they do what god tells them to do ,0,atheism
   when he came near the place where the road goes down the mount of olivesthe whole crowd of disciples began joyfully to praise god in loud voices forall the miracles they had seen luke 1937,15,christian
  no the argument says john has known q ie a codified version of the logiaand not the original assuming that there has been one it has weaknessesof course like that john might have known the original yet rather referredto q in his text or that the logia were given in a codified version inthe first place the argument alone does not allow a firm conclusion but it fits well intothe dating usually given for the gospels   not necessarily luke may have trusted the version he knew better than theversion given by matthew improving on matthew would give a motive forinstance as far as i know the theory that luke has known matthew is based on astatistical analysis of the texts   yep but it will take another day or so to get the source i hope your germanis good enough    i still do not see how copies from 200 allow to change the dating of john   yes but an if gives only possibilities and no evidence the authencity ofmany letters is still discussed it looks as if conclusions about them are notdrawn because some pet dogmas of the churches would probably fall with them aswell   well rather like some newsletter of a political party reporting from thebig meeting not necessarily wrong but certainly bad   yes but the accuracy of their tradition is another problem,0,atheism
imaginative  no but at least it would be a theory,0,atheism
i have been following this thread on talkreligionsocreligionchristianbiblestudy and here with interest  i am amazed atthe different nonbiblical argument those who oppose the sabbath present one question comes to mind especially since my last one was not answeredfrom scripture  maybe clh may wish to provide the first responsethere is a lot of talk about the sabbath of the tc being ceremonial answer thissince the tc commandments is one law with ten parts on what biblicalbasis have you decided that only the sabbath portion is ceremonialor you say that the seventhday is the sabbath but not applicable togentile christians  does that mean the sabbath commandment has beenannulled  references pleaseif god did not intend his requirements on the jews to be applicable togentile christians why did he make it plain that the gentiles were nowgrafted into the commonwealth of israeldarius,15,christian
well said michaelthe catholic traditon has a list of behaviours called the spiritual works of mercyadmonish the sinnerinstruct the ignorantcounsel the doubtfulcomfort the sorrowfulbear wrongs patientlyforgive all injurypray for the living and the dead yes i know there is some controversy                            on this and i dont want to argue about itthese are all things that have a direct application to usenet  people ask questions and express doubts  some are in need of comfort or prayers  imagine what would happen to flame wars if we bore wrongs patiently and forgave injuries   i would add that it is probably more appropriate to do any admonishing by private email than publicly,15,christian
